Fuel status,Engine Load(%),Coolant temp(C),B1 STFT(%),B1 LTFT(%),Abs Intake MAP(kpa),Engine RPM(rpm),Vehicle speed(km/h),Timing advance,Intake air temp(C),Abs throttle pos(%),O2 B1S1 sensor voltage(V),STFT1,O2 B1S2 sensor voltage(V),beahavior
2,9.8039216,85.0,18.75,-3.90625,41.0,1998.0,31.0,-23.5,40.0,8.235294099999999,0.185,35.9375,0.8,safe
2,8.627450999999999,85.0,10.9375,-3.90625,40.0,2038.0,32.0,-24.0,40.0,8.627450999999999,0.795,20.3125,0.795,safe
2,8.627450999999999,85.0,35.9375,-3.90625,42.0,2049.0,32.0,-34.5,40.0,10.588235000000001,0.265,10.9375,0.795,safe
2,10.980392,85.0,22.65625,-3.90625,50.0,2055.0,32.0,-28.5,40.0,11.764706,0.61,14.0625,0.795,safe
2,11.764706,85.0,17.1875,-5.46875,52.0,2085.0,33.0,-30.0,40.0,11.764706,0.26,14.0625,0.79,safe
2,12.941175999999999,85.0,23.4375,-7.8125,52.0,2179.0,34.0,-30.0,40.0,12.54902,0.83,28.125,0.79,safe
2,13.725489999999999,86.0,40.625,-7.8125,54.0,2343.0,37.0,-30.5,40.0,14.117647,0.17,-5.46875,0.795,safe
2,15.686275,86.0,-0.78125,-14.84375,57.0,2472.0,39.0,-50.0,40.0,3.9215686,0.92,0.0,0.815,safe
2,13.725489999999999,85.0,-3.90625,-9.375,67.0,1877.0,39.0,-36.0,40.0,13.725489999999999,0.725,0.0,0.82,safe
2,14.901960999999998,86.0,16.40625,-3.90625,57.0,1949.0,40.0,-29.0,40.0,8.627450999999999,0.33,7.8125,0.815,safe
2,7.8431372999999995,86.0,4.6875,-3.90625,24.0,1951.0,41.0,-50.5,40.0,1.5686275,0.84,0.0,0.835,safe
4,2.745098,86.0,0.0,-3.90625,18.0,1823.0,37.0,-20.0,40.0,2.3529412,0.015,0.0,0.885,safe
4,2.745098,86.0,0.0,14.0625,29.0,1239.0,26.0,-54.5,40.0,7.450980400000001,0.555,9.375,0.87,safe
2,7.8431372999999995,86.0,11.71875,0.0,38.0,1525.0,16.0,-40.5,40.0,12.156863000000001,0.43,-17.1875,0.84,safe
2,8.627450999999999,86.0,14.0625,0.78125,42.0,1374.0,15.0,-36.5,40.0,13.333332999999998,0.69,-13.28125,0.82,safe
2,14.901960999999998,86.0,20.3125,-2.34375,70.0,1920.0,20.0,-36.0,40.0,15.294118,0.65,-6.25,0.805,safe
2,17.647059,86.0,24.21875,-21.09375,49.0,2126.0,25.0,-20.5,40.0,7.0588235,0.915,-7.03125,0.795,safe
2,12.941175999999999,86.0,-3.125,-2.34375,67.0,1625.0,26.0,-36.0,40.0,10.196078,0.845,4.6875,0.785,safe
2,12.941175999999999,86.0,-14.0625,13.28125,59.0,1714.0,26.0,-45.5,40.0,7.450980400000001,0.745,21.875,0.78,safe
2,6.6666667,86.0,-5.46875,2.34375,39.0,1397.0,21.0,59.0,40.0,5.0980392,0.105,2.34375,0.78,safe
2,4.7058824,86.0,-6.25,-18.75,48.0,1606.0,16.0,-40.0,40.0,13.333332999999998,0.85,3.90625,0.775,safe
2,15.686275,87.0,26.5625,26.5625,77.0,2038.0,22.0,-36.5,40.0,18.431373,0.09,-2.34375,0.775,safe
2,21.960784,87.0,0.0,-3.90625,40.0,2114.0,26.0,-50.5,40.0,17.254901999999998,0.61,-10.15625,0.765,safe
2,18.823529,87.0,18.75,20.3125,81.0,1879.0,29.0,-38.0,40.0,18.431373,0.79,9.375,0.765,safe
2,20.0,87.0,-11.71875,4.6875,72.0,2215.0,35.0,-34.0,40.0,15.294118,0.115,12.5,0.76,safe
2,16.862745,87.0,-5.46875,-11.71875,53.0,2349.0,37.0,-23.0,40.0,6.6666667,0.71,-11.71875,0.755,safe
2,6.6666667,88.0,-39.84375,-3.90625,32.0,2157.0,34.0,-21.0,40.0,6.2745098,0.09,6.25,0.75,safe
4,3.9215686,88.0,0.0,-3.90625,20.0,1946.0,30.0,60.0,40.0,8.235294099999999,0.695,-9.375,0.74,safe
2,4.7058824,88.0,-32.03125,-3.90625,27.0,1798.0,28.0,-51.5,40.0,1.9607843,0.76,-34.375,0.74,safe
2,2.745098,87.0,-53.90625,-3.90625,36.0,1620.0,25.0,-36.0,40.0,12.156863000000001,0.05,-37.5,0.745,safe
2,13.725489999999999,87.0,0.78125,-13.28125,73.0,1746.0,27.0,-38.0,41.0,15.294118,0.745,6.25,0.74,safe
2,16.862745,87.0,17.96875,-8.59375,69.0,2004.0,31.0,-35.5,41.0,15.686275,0.76,17.1875,0.745,safe
2,16.862745,87.0,4.6875,-15.625,65.0,2197.0,34.0,-18.5,40.0,7.8431372999999995,0.895,-3.125,0.74,safe
2,11.764706,86.0,-8.59375,10.9375,64.0,1684.0,35.0,-38.0,41.0,13.333332999999998,0.8,7.03125,0.735,safe
2,13.725489999999999,86.0,18.75,-0.78125,63.0,1767.0,36.0,-37.0,41.0,13.333332999999998,0.395,20.3125,0.735,safe
2,13.725489999999999,87.0,-2.34375,0.0,60.0,1838.0,38.0,-35.5,41.0,10.980392,0.295,-3.90625,0.735,safe
2,8.627450999999999,87.0,6.25,-3.90625,30.0,1832.0,37.0,-21.0,40.0,5.4901960999999995,0.87,-0.78125,0.725,safe
2,5.8823529,87.0,-13.28125,-3.90625,31.0,1738.0,36.0,-26.0,40.0,7.8431372999999995,0.645,2.34375,0.725,safe
2,7.8431372999999995,87.0,31.25,-3.90625,41.0,1694.0,35.0,-33.5,41.0,10.196078,0.61,26.5625,0.73,safe
2,10.980392,87.0,20.3125,10.15625,59.0,1726.0,36.0,-38.0,41.0,12.156863000000001,0.15,21.875,0.73,safe
2,12.941175999999999,87.0,12.5,7.03125,59.0,1781.0,37.0,-37.0,41.0,11.764706,0.83,15.625,0.735,safe
2,12.941175999999999,87.0,25.78125,3.90625,54.0,1806.0,37.0,-30.5,41.0,8.235294099999999,0.13,33.59375,0.735,safe
2,10.980392,87.0,13.28125,3.125,50.0,1773.0,37.0,-38.5,41.0,10.980392,0.795,15.625,0.735,safe
2,11.764706,88.0,34.375,6.25,60.0,1795.0,37.0,-41.5,41.0,13.333332999999998,0.515,34.375,0.735,safe
2,14.901960999999998,88.0,17.96875,0.78125,59.0,1852.0,38.0,-35.0,41.0,10.980392,0.7,5.46875,0.735,safe
2,10.980392,88.0,16.40625,-1.5625,43.0,1846.0,38.0,-23.5,41.0,6.6666667,0.73,22.65625,0.74,safe
2,7.8431372999999995,88.0,2.34375,-3.90625,44.0,1764.0,36.0,-41.0,41.0,10.588235000000001,0.145,19.53125,0.73,safe
2,6.6666667,88.0,-3.125,-0.78125,38.0,1501.0,31.0,43.0,41.0,9.411764699999999,0.37,4.6875,0.755,safe
2,12.941175999999999,88.0,0.0,-3.125,71.0,1479.0,30.0,-41.5,41.0,13.333332999999998,0.74,2.34375,0.75,safe
2,12.941175999999999,88.0,21.09375,-14.0625,68.0,1612.0,33.0,-39.0,41.0,12.941175999999999,0.825,11.71875,0.75,safe
2,12.941175999999999,88.0,10.9375,0.0,64.0,1679.0,34.0,-38.0,41.0,12.54902,0.415,17.1875,0.745,safe
2,12.941175999999999,88.0,-5.46875,7.03125,57.0,1764.0,36.0,-35.5,41.0,12.54902,0.175,2.34375,0.745,safe
2,12.941175999999999,88.0,7.8125,2.34375,57.0,1861.0,38.0,-34.0,41.0,11.764706,0.8,7.03125,0.745,safe
2,11.764706,88.0,9.375,-1.5625,48.0,1876.0,39.0,-27.5,41.0,8.235294099999999,0.8,13.28125,0.745,safe
2,8.627450999999999,88.0,7.8125,-3.90625,40.0,1825.0,38.0,-29.0,41.0,9.411764699999999,0.86,12.5,0.75,safe
2,11.764706,88.0,8.59375,7.8125,58.0,1766.0,37.0,-39.5,41.0,12.156863000000001,0.75,6.25,0.75,safe
2,12.941175999999999,88.0,16.40625,7.03125,57.0,1782.0,37.0,-37.5,41.0,10.980392,0.825,14.0625,0.75,safe
2,11.764706,88.0,28.90625,3.90625,55.0,1816.0,38.0,-36.0,41.0,10.980392,0.28,28.125,0.75,safe
2,11.764706,88.0,8.59375,3.90625,54.0,1821.0,37.0,-33.5,41.0,9.411764699999999,0.29,2.34375,0.75,safe
2,10.980392,88.0,14.84375,-0.78125,49.0,1863.0,38.0,-32.0,41.0,9.8039216,0.81,14.0625,0.75,safe
2,10.980392,88.0,0.0,3.125,54.0,1847.0,38.0,-34.0,41.0,11.764706,0.365,-12.5,0.755,safe
2,12.941175999999999,88.0,6.25,1.5625,55.0,1862.0,38.0,-42.0,41.0,11.764706,0.835,4.6875,0.755,safe
2,11.764706,88.0,10.15625,1.5625,53.0,1884.0,39.0,-34.0,41.0,11.372549000000001,0.145,8.59375,0.75,safe
2,10.980392,88.0,-8.59375,-2.34375,47.0,1878.0,39.0,-37.0,41.0,9.8039216,0.205,-14.0625,0.75,safe
2,9.8039216,88.0,4.6875,-1.5625,48.0,1862.0,38.0,-30.5,41.0,10.196078,0.79,2.34375,0.75,safe
2,10.980392,88.0,8.59375,-0.78125,49.0,1851.0,38.0,-34.0,41.0,10.196078,0.83,8.59375,0.75,safe
2,10.980392,88.0,21.09375,3.90625,56.0,1803.0,37.0,-42.0,41.0,12.54902,0.82,17.96875,0.76,safe
2,13.725489999999999,88.0,12.5,-0.78125,61.0,1858.0,38.0,-36.0,41.0,12.54902,0.13,11.71875,0.755,safe
2,13.725489999999999,88.0,0.78125,-3.125,60.0,1906.0,39.0,-36.0,41.0,12.156863000000001,0.165,8.59375,0.75,safe
2,13.725489999999999,88.0,4.6875,-3.90625,56.0,1963.0,40.0,-41.0,41.0,9.8039216,0.815,0.0,0.755,safe
2,10.980392,88.0,12.5,-2.34375,47.0,1940.0,40.0,-31.0,41.0,9.411764699999999,0.125,14.84375,0.75,safe
2,11.764706,88.0,0.78125,-0.78125,51.0,1910.0,39.0,-32.5,41.0,10.196078,0.515,3.125,0.755,safe
2,10.980392,88.0,10.9375,-3.125,45.0,1906.0,39.0,-26.0,41.0,7.450980400000001,0.74,0.0,0.755,safe
2,8.627450999999999,88.0,32.03125,-3.90625,44.0,1917.0,40.0,-27.5,41.0,8.235294099999999,0.11,9.375,0.75,safe
2,8.627450999999999,89.0,7.03125,-3.90625,42.0,1922.0,40.0,-27.0,41.0,8.627450999999999,0.835,14.0625,0.765,safe
2,11.764706,89.0,-7.8125,-0.78125,52.0,1943.0,40.0,-31.5,41.0,10.980392,0.355,-3.125,0.775,safe
2,11.764706,89.0,8.59375,-1.5625,53.0,1946.0,40.0,-31.5,41.0,10.980392,0.805,2.34375,0.78,safe
2,11.764706,88.0,17.1875,-0.78125,53.0,1951.0,40.0,-31.5,41.0,10.980392,0.78,3.125,0.78,safe
2,11.764706,88.0,13.28125,0.0,53.0,1923.0,40.0,-31.5,41.0,11.764706,0.135,0.78125,0.78,safe
2,11.764706,89.0,-14.0625,-0.78125,53.0,1942.0,40.0,-31.0,41.0,10.980392,0.135,-4.6875,0.775,safe
2,10.980392,89.0,-12.5,-3.90625,42.0,1951.0,40.0,-24.5,41.0,6.2745098,0.82,3.125,0.77,safe
2,6.6666667,88.0,-21.875,-3.90625,40.0,1887.0,38.0,-20.0,41.0,3.5294117999999997,0.38,-3.125,0.77,safe
2,3.9215686,88.0,-29.6875,-3.90625,26.0,1670.0,34.0,-59.0,41.0,6.6666667,0.09,-40.625,0.78,safe
2,5.8823529,88.0,-10.9375,13.28125,39.0,1171.0,23.0,-45.5,41.0,5.4901960999999995,0.735,-10.15625,0.77,safe
2,4.7058824,88.0,7.03125,-19.53125,51.0,992.0,13.0,-57.0,41.0,6.2745098,0.12,-1.5625,0.78,safe
2,5.8823529,89.0,-5.46875,-21.09375,52.0,998.0,4.0,-58.0,41.0,7.450980400000001,0.59,-6.25,0.78,safe
2,8.627450999999999,90.0,1.5625,-10.9375,65.0,1848.0,10.0,-33.0,41.0,7.450980400000001,0.825,0.0,0.775,safe
4,4.7058824,90.0,-2.34375,15.625,88.0,1369.0,14.0,-41.5,41.0,16.078431,0.84,19.53125,0.8,safe
2,15.686275,89.0,-10.15625,-12.5,68.0,2062.0,22.0,-35.5,41.0,16.470588,0.095,6.25,0.795,safe
4,11.764706,88.0,0.0,-3.90625,48.0,1513.0,24.0,-46.0,41.0,13.725489999999999,0.08,-0.78125,0.81,safe
2,13.725489999999999,88.0,7.8125,20.3125,74.0,1746.0,27.0,-38.0,41.0,14.901960999999998,0.82,3.125,0.795,safe
2,16.862745,88.0,11.71875,-12.5,68.0,1989.0,31.0,-36.0,41.0,16.078431,0.6,7.8125,0.79,safe
2,18.823529,88.0,4.6875,-16.40625,64.0,2236.0,35.0,-33.5,41.0,15.686275,0.815,7.8125,0.785,safe
4,3.9215686,87.0,-0.78125,7.8125,56.0,1722.0,36.0,-35.5,41.0,10.980392,0.735,14.0625,0.81,safe
2,10.980392,87.0,-0.78125,7.03125,54.0,1755.0,36.0,-35.0,41.0,11.372549000000001,0.18,3.125,0.8,safe
2,9.8039216,87.0,-9.375,-3.125,44.0,1752.0,36.0,-32.5,41.0,9.411764699999999,0.83,0.0,0.8,safe
2,7.8431372999999995,87.0,6.25,-3.90625,38.0,1714.0,35.0,-52.0,42.0,7.8431372999999995,0.11,-1.5625,0.79,safe
2,7.8431372999999995,86.0,-12.5,-3.90625,44.0,1628.0,34.0,-36.5,42.0,11.372549000000001,0.22,-18.75,0.795,safe
2,10.980392,86.0,4.6875,10.9375,57.0,1668.0,35.0,-38.0,42.0,12.156863000000001,0.805,15.625,0.795,safe
2,12.941175999999999,86.0,2.34375,8.59375,60.0,1729.0,36.0,-38.5,42.0,13.333332999999998,0.14,14.84375,0.785,safe
2,13.725489999999999,86.0,-2.34375,3.90625,60.0,1801.0,37.0,-33.5,42.0,10.196078,0.8,-6.25,0.785,safe
2,9.8039216,85.0,8.59375,-3.90625,43.0,1830.0,38.0,-27.5,42.0,7.8431372999999995,0.31,23.4375,0.78,safe
2,8.627450999999999,85.0,-2.34375,-3.90625,41.0,1846.0,38.0,-27.5,42.0,8.235294099999999,0.73,10.15625,0.775,safe
2,8.627450999999999,85.0,0.0,-3.90625,42.0,1862.0,39.0,-27.0,43.0,8.235294099999999,0.18,1.5625,0.775,safe
2,11.764706,85.0,7.03125,-1.5625,49.0,1887.0,39.0,-30.5,43.0,9.8039216,0.735,-0.78125,0.785,safe
2,10.980392,84.0,21.09375,0.0,51.0,1883.0,39.0,-32.0,43.0,10.588235000000001,0.615,23.4375,0.785,safe
2,10.980392,84.0,-1.5625,0.0,51.0,1902.0,39.0,-30.5,43.0,9.8039216,0.155,4.6875,0.785,safe
2,10.980392,85.0,0.78125,-1.5625,48.0,1897.0,39.0,-31.0,43.0,9.8039216,0.78,3.125,0.785,safe
2,8.627450999999999,85.0,18.75,-3.90625,39.0,1883.0,39.0,-26.5,43.0,7.450980400000001,0.355,-10.9375,0.78,safe
2,8.627450999999999,85.0,12.5,-3.90625,42.0,1871.0,38.0,-21.5,43.0,10.980392,0.125,17.1875,0.78,safe
2,6.6666667,85.0,-6.25,-3.90625,33.0,1792.0,37.0,-25.0,43.0,7.0588235,0.715,-17.1875,0.78,safe
2,6.6666667,85.0,-3.125,-3.90625,36.0,1740.0,36.0,-26.5,43.0,7.0588235,0.835,-7.8125,0.78,safe
2,8.627450999999999,85.0,-10.9375,3.90625,51.0,1694.0,36.0,-36.5,43.0,10.980392,0.76,9.375,0.78,safe
2,9.8039216,85.0,2.34375,-3.90625,44.0,1765.0,36.0,-29.0,43.0,8.627450999999999,0.77,10.9375,0.775,safe
2,7.8431372999999995,85.0,4.6875,-3.90625,42.0,1787.0,37.0,-29.0,43.0,8.627450999999999,0.18,-1.5625,0.77,safe
2,8.627450999999999,85.0,2.34375,-3.90625,42.0,1791.0,37.0,-28.5,43.0,8.627450999999999,0.8,1.5625,0.77,safe
2,9.8039216,86.0,-1.5625,-0.78125,48.0,1794.0,37.0,-32.5,43.0,9.8039216,0.585,0.78125,0.775,safe
2,9.8039216,86.0,8.59375,1.5625,50.0,1805.0,37.0,-33.0,43.0,9.8039216,0.775,3.125,0.775,safe
2,9.8039216,86.0,15.625,1.5625,50.0,1784.0,37.0,-32.0,43.0,8.627450999999999,0.825,14.84375,0.775,safe
2,9.8039216,86.0,14.84375,0.0,48.0,1785.0,37.0,-32.0,43.0,9.019607800000001,0.14,19.53125,0.77,safe
2,9.8039216,86.0,3.125,0.0,48.0,1767.0,36.0,-32.0,43.0,9.411764699999999,0.45,-0.78125,0.775,safe
2,9.8039216,87.0,14.0625,2.34375,50.0,1758.0,36.0,-34.0,43.0,9.411764699999999,0.845,12.5,0.785,safe
2,10.980392,87.0,18.75,2.34375,50.0,1759.0,37.0,-33.5,43.0,9.411764699999999,0.245,20.3125,0.78,safe
2,9.8039216,87.0,0.78125,2.34375,50.0,1765.0,37.0,-33.0,43.0,9.411764699999999,0.2,-0.78125,0.78,safe
2,9.8039216,87.0,5.46875,1.5625,50.0,1773.0,37.0,-33.0,43.0,9.411764699999999,0.84,4.6875,0.785,safe
2,9.8039216,87.0,6.25,3.125,51.0,1753.0,36.0,-34.5,43.0,10.196078,0.12,7.03125,0.78,safe
2,10.980392,87.0,-1.5625,6.25,54.0,1762.0,36.0,-35.0,43.0,10.196078,0.71,-4.6875,0.78,safe
2,10.980392,87.0,6.25,4.6875,54.0,1794.0,37.0,-34.0,43.0,10.588235000000001,0.82,5.46875,0.78,safe
2,11.764706,88.0,13.28125,3.125,54.0,1833.0,38.0,-34.0,43.0,10.980392,0.52,19.53125,0.775,safe
2,12.941175999999999,88.0,-5.46875,1.5625,55.0,1861.0,38.0,-33.5,43.0,10.980392,0.43,-4.6875,0.775,safe
2,11.764706,88.0,2.34375,0.78125,53.0,1896.0,39.0,-32.0,43.0,10.196078,0.785,0.78125,0.775,safe
2,10.980392,88.0,18.75,-0.78125,50.0,1922.0,40.0,-30.0,43.0,8.235294099999999,0.095,10.15625,0.77,safe
2,9.8039216,88.0,0.0,-3.90625,35.0,1902.0,39.0,-25.0,43.0,5.8823529,0.105,-4.6875,0.77,safe
2,6.6666667,88.0,-13.28125,-3.90625,36.0,1868.0,39.0,-26.0,43.0,5.4901960999999995,0.55,-10.9375,0.77,safe
2,6.6666667,88.0,7.03125,-3.90625,33.0,1842.0,38.0,-27.5,43.0,5.8823529,0.1,6.25,0.77,safe
2,6.6666667,88.0,-4.6875,-3.90625,41.0,1844.0,38.0,-32.0,43.0,7.8431372999999995,0.695,19.53125,0.77,safe
2,8.627450999999999,88.0,6.25,-3.125,46.0,1787.0,37.0,-33.5,43.0,8.235294099999999,0.14,8.59375,0.77,safe
2,8.627450999999999,88.0,-3.125,-2.34375,45.0,1771.0,36.0,-31.5,43.0,7.450980400000001,0.82,2.34375,0.775,safe
2,6.6666667,88.0,11.71875,-3.90625,36.0,1678.0,35.0,-45.0,43.0,7.0588235,0.22,-24.21875,0.775,safe
2,5.8823529,88.0,10.9375,2.34375,37.0,1463.0,30.0,44.5,43.0,6.6666667,0.085,9.375,0.77,safe
2,4.7058824,88.0,3.90625,11.71875,40.0,1191.0,24.0,63.5,43.0,5.0980392,0.625,-14.0625,0.765,safe
2,4.7058824,88.0,-0.78125,-6.25,43.0,1226.0,19.0,-34.0,43.0,8.235294099999999,0.07,11.71875,0.765,safe
2,9.8039216,88.0,-1.5625,-7.03125,71.0,1331.0,21.0,-43.0,43.0,13.333332999999998,0.75,-3.125,0.78,safe
2,12.941175999999999,89.0,20.3125,-14.0625,68.0,1581.0,25.0,-39.0,43.0,12.941175999999999,0.755,18.75,0.78,safe
2,12.941175999999999,89.0,-7.8125,5.46875,61.0,1801.0,28.0,-36.0,43.0,13.333332999999998,0.205,-6.25,0.775,safe
2,13.725489999999999,89.0,4.6875,-6.25,60.0,1977.0,31.0,-35.0,43.0,13.725489999999999,0.775,0.0,0.78,safe
2,16.862745,89.0,16.40625,-14.0625,64.0,2135.0,34.0,-33.5,43.0,4.7058824,0.81,1.5625,0.77,safe
2,9.8039216,89.0,-19.53125,10.15625,53.0,1595.0,34.0,-34.5,43.0,9.8039216,0.805,3.90625,0.79,safe
2,8.627450999999999,89.0,-5.46875,3.125,49.0,1632.0,34.0,-33.5,43.0,9.019607800000001,0.305,-15.625,0.78,safe
2,6.6666667,89.0,17.96875,-3.90625,40.0,1597.0,33.0,60.5,43.0,7.8431372999999995,0.3,-17.96875,0.785,safe
2,6.6666667,89.0,14.0625,-0.78125,44.0,1424.0,29.0,-53.0,43.0,11.372549000000001,0.435,-11.71875,0.79,safe
2,10.980392,88.0,16.40625,3.90625,62.0,1456.0,30.0,-40.0,43.0,11.372549000000001,0.115,6.25,0.785,safe
2,10.980392,88.0,-7.03125,14.0625,60.0,1526.0,32.0,-39.0,43.0,10.980392,0.765,-7.8125,0.785,safe
2,10.980392,88.0,8.59375,18.75,58.0,1591.0,33.0,-34.0,43.0,8.627450999999999,0.085,2.34375,0.775,safe
2,6.6666667,87.0,-7.03125,-3.90625,28.0,1595.0,33.0,-44.0,43.0,4.7058824,0.845,-35.9375,0.785,safe
2,3.9215686,87.0,-53.125,7.03125,24.0,1478.0,30.0,57.5,43.0,2.745098,0.755,-78.125,0.805,safe
2,2.745098,86.0,-67.96875,26.5625,27.0,1318.0,27.0,56.5,43.0,7.0588235,0.03,-28.125,0.795,safe
2,3.9215686,86.0,-10.9375,-16.40625,48.0,1271.0,21.0,41.0,43.0,6.2745098,0.65,16.40625,0.795,safe
2,4.7058824,86.0,1.5625,-8.59375,67.0,1154.0,18.0,-45.5,44.0,12.54902,0.055,13.28125,0.79,safe
2,11.764706,86.0,9.375,8.59375,73.0,1442.0,22.0,-42.0,44.0,14.117647,0.235,18.75,0.785,safe
2,13.725489999999999,86.0,-1.5625,-11.71875,69.0,1713.0,26.0,-38.5,44.0,13.725489999999999,0.655,3.90625,0.78,safe
2,13.725489999999999,87.0,6.25,0.0,56.0,1884.0,29.0,-34.0,43.0,12.156863000000001,0.805,5.46875,0.78,safe
2,12.941175999999999,87.0,15.625,-3.125,56.0,1964.0,31.0,-33.0,44.0,10.588235000000001,0.825,6.25,0.785,safe
2,10.980392,87.0,-15.625,-3.90625,44.0,1966.0,31.0,-27.5,43.0,9.019607800000001,0.14,-3.90625,0.775,safe
2,8.627450999999999,87.0,4.6875,-3.90625,35.0,1913.0,29.0,-33.0,43.0,7.8431372999999995,0.215,-17.96875,0.775,safe
2,9.8039216,88.0,-0.78125,0.0,50.0,1897.0,29.0,-33.0,44.0,10.980392,0.795,3.90625,0.775,safe
2,11.764706,88.0,20.3125,-1.5625,53.0,1955.0,31.0,-31.5,44.0,10.980392,0.46,10.15625,0.775,safe
2,11.764706,88.0,3.125,-3.125,49.0,2013.0,31.0,-27.5,44.0,5.0980392,0.845,0.78125,0.775,safe
2,4.7058824,88.0,-19.53125,-3.90625,32.0,1911.0,30.0,-21.5,44.0,6.6666667,0.055,-17.96875,0.775,safe
2,8.627450999999999,88.0,20.3125,-3.90625,41.0,1838.0,29.0,-29.5,44.0,7.8431372999999995,0.515,16.40625,0.77,safe
2,8.627450999999999,88.0,15.625,-2.34375,47.0,1832.0,28.0,-32.0,44.0,8.235294099999999,0.66,-7.8125,0.765,safe
2,8.627450999999999,88.0,3.125,-3.90625,39.0,1833.0,29.0,-23.0,44.0,7.0588235,0.605,12.5,0.765,safe
2,8.627450999999999,88.0,7.8125,-3.125,45.0,1922.0,30.0,-27.0,44.0,7.8431372999999995,0.145,12.5,0.76,safe
2,8.627450999999999,87.0,-10.9375,-3.90625,40.0,2023.0,31.0,-24.5,44.0,5.4901960999999995,0.785,-10.15625,0.76,safe
2,5.8823529,87.0,-26.5625,-3.90625,20.0,2001.0,31.0,-34.0,44.0,4.313725499999999,0.06,1.5625,0.775,safe
2,3.9215686,87.0,-19.53125,-3.90625,25.0,1739.0,27.0,-43.5,44.0,7.0588235,0.745,-50.78125,0.78,safe
2,5.8823529,86.0,-23.4375,5.46875,38.0,1404.0,22.0,-51.0,44.0,11.764706,0.815,0.78125,0.79,safe
2,11.764706,86.0,14.0625,19.53125,73.0,1564.0,24.0,-41.0,45.0,14.117647,0.15,-2.34375,0.78,safe
2,14.901960999999998,87.0,14.84375,-13.28125,67.0,1820.0,28.0,-37.5,45.0,14.509804,0.8,9.375,0.78,safe
2,15.686275,87.0,3.125,-12.5,63.0,2045.0,32.0,-35.5,45.0,14.117647,0.095,9.375,0.775,safe
2,16.862745,87.0,-4.6875,-3.90625,28.0,1937.0,34.0,-59.5,44.0,10.980392,0.665,-25.78125,0.8,safe
2,11.764706,87.0,7.8125,11.71875,61.0,1699.0,35.0,-37.5,44.0,12.156863000000001,0.23,-8.59375,0.785,safe
2,11.764706,88.0,1.5625,8.59375,58.0,1748.0,36.0,-32.0,44.0,7.8431372999999995,0.72,-2.34375,0.775,safe
2,5.8823529,88.0,-17.96875,-3.90625,27.0,1680.0,35.0,-26.0,44.0,7.0588235,0.135,-46.875,0.78,safe
2,6.6666667,88.0,-7.8125,-3.90625,33.0,1616.0,33.0,-24.5,44.0,4.7058824,0.77,7.03125,0.775,safe
2,4.7058824,88.0,-11.71875,0.0,36.0,1533.0,31.0,-25.0,44.0,4.7058824,0.085,16.40625,0.77,safe
2,5.8823529,88.0,0.78125,4.6875,39.0,1411.0,29.0,-58.5,44.0,6.6666667,0.75,1.5625,0.765,safe
2,4.7058824,88.0,-14.84375,0.0,49.0,1782.0,28.0,-35.0,45.0,11.764706,0.68,21.875,0.77,safe
2,13.725489999999999,88.0,10.9375,1.5625,60.0,1845.0,29.0,-36.5,45.0,12.941175999999999,0.135,14.0625,0.765,safe
2,13.725489999999999,89.0,-2.34375,-1.5625,54.0,1945.0,31.0,-32.0,45.0,9.411764699999999,0.58,-10.9375,0.76,safe
2,7.8431372999999995,89.0,20.3125,-3.90625,34.0,1909.0,29.0,-19.0,44.0,5.4901960999999995,0.875,-8.59375,0.78,safe
2,4.7058824,89.0,-29.6875,-3.90625,39.0,1566.0,24.0,57.0,45.0,7.450980400000001,0.05,-6.25,0.78,safe
2,6.6666667,89.0,0.0,2.34375,62.0,1330.0,21.0,-44.0,45.0,13.725489999999999,0.06,8.59375,0.775,safe
2,13.725489999999999,89.0,1.5625,6.25,71.0,1651.0,26.0,-39.5,45.0,12.156863000000001,0.79,9.375,0.775,safe
2,12.941175999999999,89.0,-2.34375,4.6875,57.0,1825.0,29.0,-35.5,45.0,12.156863000000001,0.145,-3.125,0.765,safe
2,12.941175999999999,88.0,7.8125,0.78125,52.0,1927.0,31.0,-32.5,45.0,11.372549000000001,0.8,16.40625,0.77,safe
2,11.764706,88.0,-7.8125,-3.90625,43.0,2003.0,32.0,-25.0,45.0,9.411764699999999,0.09,3.90625,0.76,safe
2,5.8823529,87.0,0.0,-3.90625,18.0,1938.0,31.0,-59.5,45.0,5.8823529,0.85,0.0,0.82,safe
2,4.7058824,87.0,-22.65625,-3.90625,41.0,1810.0,28.0,-30.0,45.0,9.8039216,0.06,-15.625,0.805,safe
2,9.8039216,87.0,21.09375,-3.125,51.0,1912.0,30.0,-31.5,45.0,12.156863000000001,0.82,12.5,0.79,safe
2,12.941175999999999,86.0,14.84375,-3.125,57.0,1973.0,31.0,-33.0,45.0,12.54902,0.84,15.625,0.785,safe
2,4.7058824,86.0,-5.46875,-3.90625,33.0,1907.0,29.0,-37.0,45.0,9.411764699999999,0.71,-23.4375,0.79,safe
2,8.627450999999999,86.0,11.71875,-3.90625,40.0,1812.0,28.0,-55.5,45.0,7.8431372999999995,0.835,-12.5,0.79,safe
2,10.980392,87.0,-22.65625,7.03125,55.0,1732.0,27.0,-36.5,45.0,11.764706,0.785,15.625,0.78,safe
